法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
府省令,昭和四十七年大蔵省令第四十二号,沖縄の復帰に伴う国税関係法令の適用の特別措置等に関する省令,おきなわのふっきにともなうこくぜいかんけいほうれいのてきようのとくべつそちとうにかんするしょうれい,,昭和四十七年五月十三日,沖縄の復帰に伴う国税関係法令の適用の特別措置等に関する省令の一部を改正する省令,令和四年財務省令第三十八号,令和四年四月八日,令和十四年五月十五日,,347M50000040042,https://laws.e-gov.go.jp/law/347M50000040042/20320515_504M60000040038,○
府省令,昭和四十七年農林省令第三十三号,沖縄県の区域における製造用原料品の減免税割当制度に関する省令,おきなわけんのくいきにおけるせいぞうようげんりょうひんのげんめんぜいわりあてせいどにかんするしょうれい,,昭和四十七年五月十五日,,平成七年農林水産省令第二十六号,平成七年三月三十一日,平成七年四月一日,,347M50010000033,https://laws.e-gov.go.jp/law/347M50010000033/19950401_407M50000200026,
法律,昭和四十八年法律第七十号,物品の一時輸入のための通関手帳に関する通関条約（ＡＴＡ条約）の実施に伴う関税法等の特例に関する法律,ぶっぴんのいちじゆにゅうのためのつうかんてちょうにかんするつうかんじょうやくえーてぃーえーじょうやくのじっしにともなうかんぜいほうとうのとくれいにかんするほうりつ ,,昭和四十八年八月十一日,,平成十七年法律第二十二号,平成十七年三月三十一日,平成十八年三月一日,,348AC0000000070,https://laws.e-gov.go.jp/law/348AC0000000070/20060301_417AC0000000022,
政令,昭和四十八年政令第三百十七号,物品の一時輸入のための通関手帳に関する通関条約（ＡＴＡ条約）の実施に伴う関税法等の特例に関する法律施行令,ぶっぴんのいちじゆにゅうのためのつうかんてちょうにかんするつうかんじょうやくえーてぃーえーじょうやくのじっしにともなうかんぜいほうとうのとくれいにかんするほうりつしこうれい,,昭和四十八年十月二十三日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,348CO0000000317,https://laws.e-gov.go.jp/law/348CO0000000317/20010106_412CO0000000307,
府省令,昭和四十八年大蔵省令第五十三号,物品の一時輸入のための通関手帳に関する通関条約（ＡＴＡ条約）の実施に伴う関税法等の特例に関する法律施行規則,ぶっぴんのいちじゆにゅうのためのつうかんてちょうにかんするつうかんじょうやくえーてぃーえーじょうやくのじっしにともなうかんぜいほうとうのとくれいにかんするほうりつしこうきそく,,昭和四十八年十月二十三日,,平成十七年財務省令第十二号,平成十七年三月七日,平成十七年三月七日,,348M50000040053,https://laws.e-gov.go.jp/law/348M50000040053/20050307_417M60000040012,
法律,昭和四十九年法律第七十九号,電源開発促進税法,でんげんかいはつそくしんぜいほう,,昭和四十九年六月六日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,349AC0000000079,https://laws.e-gov.go.jp/law/349AC0000000079/20250601_504AC0000000068,
政令,昭和四十九年政令第三百三十九号,電源開発促進税法施行令,でんげんかいはつそくしんぜいほうしこうれい,,昭和四十九年九月二十七日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るためのデジタル社会形成基本法等の一部を改正する法律の一部の施行に伴う関係政令の整備等及び経過措置に関する政令,令和七年政令第六号,令和七年一月十七日,令和七年四月一日,,349CO0000000339,https://laws.e-gov.go.jp/law/349CO0000000339/20250401_507CO0000000006,
法律,昭和五十二年法律第五十四号,電子情報処理組織による輸出入等関連業務の処理等に関する法律,でんしじょうほうしょりそしきによるぜいかんてつづきのとくれいとうにかんするほうりつ,,昭和五十二年五月三十一日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,352AC0000000054,https://laws.e-gov.go.jp/law/352AC0000000054/20250601_504AC0000000068,
政令,昭和五十二年政令第二百二十号,電子情報処理組織による輸出入等関連業務の処理等に関する法律施行令,でんしじょうほうしょりそしきによるゆしゅつにゅうとうかんれんぎょうむのしょりとうにかんするほうりつしこうれい,,昭和五十二年六月二十四日,黒鉛電極に対して課する暫定的な不当廉売関税に関する政令,令和七年政令第九十五号,令和七年三月二十八日,令和七年三月二十九日,,352CO0000000220,https://laws.e-gov.go.jp/law/352CO0000000220/20250329_507CO0000000095,
政令,昭和五十二年政令第二百二十号,電子情報処理組織による輸出入等関連業務の処理等に関する法律施行令,でんしじょうほうしょりそしきによるゆしゅつにゅうとうかんれんぎょうむのしょりとうにかんするほうりつしこうれい,,昭和五十二年六月二十四日,外国為替令等の一部を改正する政令,令和七年政令第百七十五号,令和七年四月九日,令和七年十月九日,,352CO0000000220,https://laws.e-gov.go.jp/law/352CO0000000220/20251009_507CO0000000175,○
政令,昭和五十二年政令第二百二十号,電子情報処理組織による輸出入等関連業務の処理等に関する法律施行令,でんしじょうほうしょりそしきによるゆしゅつにゅうとうかんれんぎょうむのしょりとうにかんするほうりつしこうれい,,昭和五十二年六月二十四日,関税定率法等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,令和七年政令第百四十一号,令和七年三月三十一日,令和七年十月十二日,,352CO0000000220,https://laws.e-gov.go.jp/law/352CO0000000220/20251012_507CO0000000141,○
府省令,昭和五十二年大蔵省令第三十号,電子情報処理組織による輸出入等関連業務の処理等に関する法律施行規則,でんしじょうほうしょりそしきによるゆしゅつにゅうとうかんれんぎょうむのしょりとうにかんするほうりつしこうきそく,,昭和五十二年六月三十日,関税法施行規則の一部を改正する省令,令和三年財務省令第四十七号,令和三年四月二十八日,令和四年一月一日,,352M50000040030,https://laws.e-gov.go.jp/law/352M50000040030/20220101_503M60000040047,
法律,昭和五十三年法律第二十五号,石油石炭税法,せきゆせきたんぜいほう,,昭和五十三年四月十八日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,353AC0000000025,https://laws.e-gov.go.jp/law/353AC0000000025/20250601_504AC0000000068,
法律,昭和五十三年法律第二十五号,石油石炭税法,せきゆせきたんぜいほう,,昭和五十三年四月十八日,事業性融資の推進等に関する法律,令和六年法律第五十二号,令和六年六月十四日,令和八年十二月十三日,公布の日から起算して二年六月を超えない範囲内において政令で定める日,353AC0000000025,https://laws.e-gov.go.jp/law/353AC0000000025/20261213_506AC0000000052,○
政令,昭和五十三年政令第百三十二号,石油石炭税法施行令,せきゆせきたんぜいほうしこうれい,,昭和五十三年四月十八日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るためのデジタル社会形成基本法等の一部を改正する法律の一部の施行に伴う関係政令の整備等及び経過措置に関する政令,令和七年政令第六号,令和七年一月十七日,令和七年四月一日,,353CO0000000132,https://laws.e-gov.go.jp/law/353CO0000000132/20250401_507CO0000000006,
法律,昭和五十九年法律第七十二号,たばこ税法,たばこぜいほう,,昭和五十九年八月十日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,359AC0000000072,https://laws.e-gov.go.jp/law/359AC0000000072/20250601_504AC0000000068,
法律,昭和五十九年法律第七十二号,たばこ税法,たばこぜいほう,,昭和五十九年八月十日,事業性融資の推進等に関する法律,令和六年法律第五十二号,令和六年六月十四日,令和八年十二月十三日,公布の日から起算して二年六月を超えない範囲内において政令で定める日,359AC0000000072,https://laws.e-gov.go.jp/law/359AC0000000072/20261213_506AC0000000052,○
政令,昭和六十年政令第五号,たばこ税法施行令,たばこぜいほうしこうれい,,昭和六十年一月二十五日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るためのデジタル社会形成基本法等の一部を改正する法律の一部の施行に伴う関係政令の整備等及び経過措置に関する政令,令和七年政令第六号,令和七年一月十七日,令和七年四月一日,,360CO0000000005,https://laws.e-gov.go.jp/law/360CO0000000005/20250401_507CO0000000006,
府省令,昭和六十年大蔵省令第一号,たばこ税法施行規則,たばこぜいほうしこうきそく,,昭和六十年一月二十五日,たばこ税法施行規則の一部を改正する省令,令和六年財務省令第二十一号,令和六年三月三十日,令和六年四月一日,,360M50000040001,https://laws.e-gov.go.jp/law/360M50000040001/20240401_506M60000040021,
政令,昭和六十二年政令第三百三十五号,租税条約等の実施に伴う所得税法、法人税法及び地方税法の特例等に関する法律施行令,そぜいじょうやくとうのじっしにともなうしょとくぜいほうほうじんぜいほうおよびちほうぜいほうのとくれいとうにかんするほうりつしこうれい,,昭和六十二年九月二十九日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るためのデジタル社会形成基本法等の一部を改正する法律の一部の施行に伴う関係政令の整備等及び経過措置に関する政令,令和七年政令第六号,令和七年一月十七日,令和七年四月一日,,362CO0000000335,https://laws.e-gov.go.jp/law/362CO0000000335/20250401_507CO0000000006,
政令,昭和六十二年政令第三百三十五号,租税条約等の実施に伴う所得税法、法人税法及び地方税法の特例等に関する法律施行令,そぜいじょうやくとうのじっしにともなうしょとくぜいほうほうじんぜいほうおよびちほうぜいほうのとくれいとうにかんするほうりつしこうれい,,昭和六十二年九月二十九日,租税条約等の実施に伴う所得税法、法人税法及び地方税法の特例等に関する法律施行令の一部を改正する政令,令和六年政令第二百十五号,令和六年六月二十一日,令和八年一月一日,,362CO0000000335,https://laws.e-gov.go.jp/law/362CO0000000335/20260101_506CO0000000215,○
政令,昭和六十二年政令第三百三十五号,租税条約等の実施に伴う所得税法、法人税法及び地方税法の特例等に関する法律施行令,そぜいじょうやくとうのじっしにともなうしょとくぜいほうほうじんぜいほうおよびちほうぜいほうのとくれいとうにかんするほうりつしこうれい,,昭和六十二年九月二十九日,地方税法施行令及び国有資産等所在市町村交付金法施行令の一部を改正する政令,令和七年政令第百十九号,令和七年三月三十一日,令和八年一月一日,,362CO0000000335,https://laws.e-gov.go.jp/law/362CO0000000335/20260101_507CO0000000119,○
政令,昭和六十二年政令第三百三十五号,租税条約等の実施に伴う所得税法、法人税法及び地方税法の特例等に関する法律施行令,そぜいじょうやくとうのじっしにともなうしょとくぜいほうほうじんぜいほうおよびちほうぜいほうのとくれいとうにかんするほうりつせこうれい,,昭和六十二年九月二十九日,国税徴収法施行令の一部を改正する政令,令和六年政令第百五十号,令和六年三月三十日,令和八年五月二十四日,民事関係手続等における情報通信技術の活用等の推進を図るための関係法律の整備に関する法律（令和五年法律第五十三号）附則第三号に掲げる規定の施行の日,362CO0000000335,https://laws.e-gov.go.jp/law/362CO0000000335/20260524_506CO0000000150,○
法律,昭和六十三年法律第百七号,税制改革法,ぜいせいかいかくほう,,昭和六十三年十二月三十日,,,昭和六十三年十二月三十日,昭和六十三年十二月三十日,,363AC0000000107,https://laws.e-gov.go.jp/law/363AC0000000107/19881230_000000000000000,
法律,昭和六十三年法律第百八号,消費税法,しょうひぜいほう,,昭和六十三年十二月三十日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,363AC0000000108,https://laws.e-gov.go.jp/law/363AC0000000108/20250601_504AC0000000068,
法律,昭和六十三年法律第百八号,消費税法,しょうひぜいほう,,昭和六十三年十二月三十日,所得税法等の一部を改正する法律,令和五年法律第三号,令和五年三月三十一日,令和七年十月一日,,363AC0000000108,https://laws.e-gov.go.jp/law/363AC0000000108/20251001_505AC0000000003,○
法律,昭和六十三年法律第百八号,消費税法,しょうひぜいほう,,昭和六十三年十二月三十日,所得税法等の一部を改正する法律,令和六年法律第八号,令和六年三月三十日,令和八年五月二十一日,公益信託に関する法律（令和六年法律第三十号）の施行の日,363AC0000000108,https://laws.e-gov.go.jp/law/363AC0000000108/20260521_506AC0000000008,○
法律,昭和六十三年法律第百八号,消費税法,しょうひぜいほう,,昭和六十三年十二月三十日,日本学術会議法,令和七年法律第七十号,令和七年六月十八日,令和八年十月一日,,363AC0000000108,https://laws.e-gov.go.jp/law/363AC0000000108/20261001_507AC0000000070,○
法律,昭和六十三年法律第百八号,消費税法,しょうひぜいほう,,昭和六十三年十二月三十日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和八年十一月一日,,363AC0000000108,https://laws.e-gov.go.jp/law/363AC0000000108/20261101_507AC0000000013,○
法律,昭和六十三年法律第百八号,消費税法,しょうひぜいほう,,昭和六十三年十二月三十日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和九年一月一日,,363AC0000000108,https://laws.e-gov.go.jp/law/363AC0000000108/20270101_507AC0000000013,○
法律,昭和六十三年法律第百八号,消費税法,しょうひぜいほう,,昭和六十三年十二月三十日,出入国管理及び難民認定法及び外国人の技能実習の適正な実施及び技能実習生の保護に関する法律の一部を改正する法律,令和六年法律第六十号,令和六年六月二十一日,令和九年六月二十日,公布の日から起算して三年を超えない範囲内において政令で定める日,363AC0000000108,https://laws.e-gov.go.jp/law/363AC0000000108/20270620_506AC0000000060,○
法律,昭和六十三年法律第百八号,消費税法,しょうひぜいほう,,昭和六十三年十二月三十日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和九十九年十二月三十一日,医療法等の一部を改正する法律（令和七年法律第　　　号）附則第一条第五号に掲げる規定の施行の日,363AC0000000108,https://laws.e-gov.go.jp/law/363AC0000000108/21171231_507AC0000000013,○
政令,昭和六十三年政令第三百六十号,消費税法施行令,しょうひぜいほうしこうれい,,昭和六十三年十二月三十日,消費税法施行令の一部を改正する政令,令和七年政令第百二十五号,令和七年三月三十一日,令和七年四月一日,,363CO0000000360,https://laws.e-gov.go.jp/law/363CO0000000360/20250401_507CO0000000125,
政令,昭和六十三年政令第三百六十号,消費税法施行令,しょうひぜいほうしこうれい,,昭和六十三年十二月三十日,消費税法施行令の一部を改正する政令,令和七年政令第百二十五号,令和七年三月三十一日,令和七年十月一日,,363CO0000000360,https://laws.e-gov.go.jp/law/363CO0000000360/20251001_507CO0000000125,○
政令,昭和六十三年政令第三百六十号,消費税法施行令,しょうひぜいほうしこうれい,,昭和六十三年十二月三十日,消費税法施行令等の一部を改正する政令,令和六年政令第百四十五号,令和六年三月三十日,令和八年五月二十一日,公益信託に関する法律（令和六年法律第三十号）の施行の日,363CO0000000360,https://laws.e-gov.go.jp/law/363CO0000000360/20260521_506CO0000000145,○
政令,昭和六十三年政令第三百六十号,消費税法施行令,しょうひぜいほうしこうれい,,昭和六十三年十二月三十日,消費税法施行令の一部を改正する政令,令和七年政令第百二十五号,令和七年三月三十一日,令和八年十一月一日,,363CO0000000360,https://laws.e-gov.go.jp/law/363CO0000000360/20261101_507CO0000000125,○
府省令,昭和六十三年大蔵省令第五十三号,消費税法施行規則,しょうひぜいほうせこうきそく,,昭和六十三年十二月三十日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るためのデジタル社会形成基本法等の一部を改正する法律の一部の施行に伴う財務省関係省令の整理に関する省令,令和七年財務省令第三十四号,令和七年三月三十一日,令和七年四月一日,,363M50000040053,https://laws.e-gov.go.jp/law/363M50000040053/20250401_507M60000040034,
府省令,昭和六十三年大蔵省令第五十三号,消費税法施行規則,しょうひぜいほうせこうきそく,,昭和六十三年十二月三十日,消費税法施行規則の一部を改正する省令,令和六年財務省令第十九号,令和六年三月三十日,令和八年五月二十一日,公益信託に関する法律（令和六年法律第三十号）の施行の日,363M50000040053,https://laws.e-gov.go.jp/law/363M50000040053/20260521_506M60000040019,○
府省令,昭和六十三年大蔵省令第五十三号,消費税法施行規則,しょうひぜいほうせこうきそく,,昭和六十三年十二月三十日,消費税法施行規則の一部を改正する省令,令和七年財務省令第二十二号,令和七年三月三十一日,令和八年十一月一日,,363M50000040053,https://laws.e-gov.go.jp/law/363M50000040053/20261101_507M60000040022,○
府省令,昭和六十三年大蔵省令第五十三号,消費税法施行規則,しょうひぜいほうせこうきそく,,昭和六十三年十二月三十日,消費税法施行規則の一部を改正する省令,令和七年財務省令第二十二号,令和七年三月三十一日,令和九年一月一日,,363M50000040053,https://laws.e-gov.go.jp/law/363M50000040053/20270101_507M60000040022,○
法律,平成三年法律第六十九号,地価税法,ちかぜいほう,,平成三年五月二日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,403AC0000000069,https://laws.e-gov.go.jp/law/403AC0000000069/20250601_504AC0000000068,
政令,平成三年政令第三十五号,法人臨時特別税に関する政令,ほうじんりんじとくべつぜいにかんするせいれい,,平成三年三月十五日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,403CO0000000035,https://laws.e-gov.go.jp/law/403CO0000000035/20010106_412CO0000000307,
政令,平成三年政令第三十六号,石油臨時特別税に関する政令,せきゆりんじとくべつぜいにかんするせいれい,,平成三年三月十五日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,403CO0000000036,https://laws.e-gov.go.jp/law/403CO0000000036/20010106_412CO0000000307,
政令,平成三年政令第百七十四号,地価税法施行令,ちかぜいほうしこうれい,,平成三年五月二十一日,漁港漁場整備法及び水産業協同組合法の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和五年政令第三百四号,令和五年十月十八日,令和六年四月一日,,403CO0000000174,https://laws.e-gov.go.jp/law/403CO0000000174/20240401_505CO0000000304,
政令,平成三年政令第百七十五号,土地評価審議会令,とちひょうかしんぎかいれい,,平成三年五月二十一日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,403CO0000000175,https://laws.e-gov.go.jp/law/403CO0000000175/20010106_412CO0000000307,
府省令,平成三年大蔵省令第六号,法人臨時特別税に関する省令,ほうじんりんじとくべつぜいにかんするしょうれい,,平成三年三月十五日,,平成十四年財務省令第七十二号,平成十四年十二月二十七日,平成十五年一月六日,,403M50000040006,https://laws.e-gov.go.jp/law/403M50000040006/20030106_414M60000040072,
府省令,平成三年大蔵省令第七号,石油臨時特別税に関する省令,せきゆりんじとくべつぜいにかんするしょうれい,,平成三年三月十五日,,平成十二年大蔵省令第六十九号,平成十二年八月二十一日,平成十三年一月六日,,403M50000040007,https://laws.e-gov.go.jp/law/403M50000040007/20010106_412M50000040069,
府省令,平成三年大蔵省令第三十一号,地価税法施行規則,ちかぜいほうせこうきそく,,平成三年六月六日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るためのデジタル社会形成基本法等の一部を改正する法律の一部の施行に伴う財務省関係省令の整理に関する省令,令和七年財務省令第三十四号,令和七年三月三十一日,令和七年四月一日,,403M50000040031,https://laws.e-gov.go.jp/law/403M50000040031/20250401_507M60000040034,
府省令,平成三年大蔵省令第三十三号,土地評価審議会に係る土地の評価についての基本的事項等に関する省令,とちひょうかしんぎかいにかかるとちのひょうかについてのきほんてきじこうとうにかんするしょうれい,,平成三年六月六日,,平成十五年財務省令第二十九号,平成十五年三月三十一日,平成十五年四月一日,,403M50000040033,https://laws.e-gov.go.jp/law/403M50000040033/20030401_415M60000040029,
法律,平成四年法律第十五号,法人特別税法,ほうじんとくべつぜいほう,,平成四年三月三十一日,,平成十三年法律第六号,平成十三年三月三十日,平成十三年四月一日,,404AC0000000015,https://laws.e-gov.go.jp/law/404AC0000000015/20010401_413AC0000000006,
政令,平成四年政令第八十九号,法人特別税法施行令,ほうじんとくべつぜいほうせこうれい,,平成四年三月三十一日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,404CO0000000089,https://laws.e-gov.go.jp/law/404CO0000000089/20010106_412CO0000000307,
府省令,平成四年大蔵省令第十五号,法人特別税法施行規則,ほうじんとくべつぜいほうせこうきそく,,平成四年三月三十一日,,平成十四年財務省令第七十二号,平成十四年十二月二十七日,平成十五年一月六日,,404M50000040015,https://laws.e-gov.go.jp/law/404M50000040015/20030106_414M60000040072,
政令,平成六年政令第四百十五号,相殺関税に関する政令,そうさいかんぜいにかんするせいれい,,平成六年十二月二十八日,関税定率法等の一部を改正する法律の一部の施行に伴う関係政令の整備に関する政令,平成二十八年政令第二百四十号,平成二十八年六月十七日,平成二十九年十月八日,,406CO0000000415,https://laws.e-gov.go.jp/law/406CO0000000415/20171008_428CO0000000240,
政令,平成六年政令第四百十六号,不当廉売関税に関する政令,ふとうれんばいかんぜいにかんするせいれい,,平成六年十二月二十八日,関税定率法等の一部を改正する法律の一部の施行に伴う関係政令の整備に関する政令,平成二十八年政令第二百四十号,平成二十八年六月十七日,平成二十九年十月八日,,406CO0000000416,https://laws.e-gov.go.jp/law/406CO0000000416/20171008_428CO0000000240,
政令,平成六年政令第四百十七号,緊急関税等に関する政令,きんきゅうかんぜいとうにかんするせいれい,,平成六年十二月二十八日,,平成二十一年政令第百十号,平成二十一年三月三十一日,平成二十一年四月一日,,406CO0000000417,https://laws.e-gov.go.jp/law/406CO0000000417/20090401_421CO0000000110,
政令,平成六年政令第四百十八号,報復関税等に関する政令,ほうふくかんぜいとうにかんするせいれい,,平成六年十二月二十八日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,406CO0000000418,https://laws.e-gov.go.jp/law/406CO0000000418/20010106_412CO0000000307,
府省令,平成六年法務省・大蔵省令第五号,輸出差止申立て等又は輸入差止申立て等に係る損害賠償供託金に関する規則,ゆしゅつさしとめもうしたてとうまたはゆにゅうさしとめもうしたてとうにかかるそんがいばいしょうきょうたくきんにかんするきそく,,平成六年十二月二十八日,輸出差止申立て等又は輸入差止申立て等に係る損害賠償供託金に関する規則の一部を改正する省令,令和二年法務省・財務省令第二号,令和二年十二月十八日,令和三年一月一日,,406M50000050005,https://laws.e-gov.go.jp/law/406M50000050005/20210101_502M60000050002,
法律,平成七年法律第十一号,阪神・淡路大震災の被災者等に係る国税関係法律の臨時特例に関する法律,はんしんあわじだいしんさいのひさいしゃとうにかかるこくぜいかんけいほうりつのりんじとくれいにかんするほうりつ,,平成七年二月二十日,所得税法等の一部を改正する法律,令和二年法律第八号,令和二年三月三十一日,令和二年四月一日,,407AC0000000011,https://laws.e-gov.go.jp/law/407AC0000000011/20200401_502AC0000000008,
政令,平成七年政令第二十九号,阪神・淡路大震災の被災者等に係る国税関係法律の臨時特例に関する法律施行令,はんしんあわじだいしんさいのひさいしゃとうにかかるこくぜいかんけいほうりつのりんじとくれいにかんするほうりつせこうれい,,平成七年二月二十日,,平成二十二年政令第五十八号,平成二十二年三月三十一日,平成二十三年一月一日,,407CO0000000029,https://laws.e-gov.go.jp/law/407CO0000000029/20110101_422CO0000000058,
府省令,平成七年大蔵省令第十二号,阪神・淡路大震災の被災者等に係る国税関係法律の臨時特例に関する法律施行規則,はんしんあわじだいしんさいのひさいしゃとうにかかるこくぜいかんけいほうりつのりんじとくれいにかんするほうりつしこうきそく,,平成七年三月二十七日,,平成二十一年財務省令第二十号,平成二十一年三月三十一日,平成二十一年四月一日,,407M50000040012,https://laws.e-gov.go.jp/law/407M50000040012/20090401_421M60000040020,
府省令,平成七年農林水産省令第十三号,牛及び豚のうち純粋種の繁殖用のもの並びに無税を適用する馬の証明書の発給に関する省令,うしおよびぶたのうちじゅんすいたねのはんしょくようのものならびにむぜいをてきようするうまのしょうめいしょのはっきゅうにかんするしょうれい,,平成七年三月二十日,押印を求める手続等の見直しのための農林水産省関係省令の一部を改正する省令,令和二年農林水産省令第八十三号,令和二年十二月二十一日,令和二年十二月二十一日,,407M50000200013,https://laws.e-gov.go.jp/law/407M50000200013/20201221_502M60000200083,
府省令,平成七年農林水産省令第十四号,野菜栽培用の豆の証明書の発給に関する省令,やさいさいばいようのまめのしょうめいしょのはっきゅうにかんするしょうれい,,平成七年三月二十四日,押印を求める手続等の見直しのための農林水産省関係省令の一部を改正する省令,令和二年農林水産省令第八十三号,令和二年十二月二十一日,令和二年十二月二十一日,,407M50000200014,https://laws.e-gov.go.jp/law/407M50000200014/20201221_502M60000200083,
府省令,平成七年農林水産省令第十八号,関税暫定措置法施行令第二条第一項又は第二項の証明書の発給に関する省令,かんぜいざんていそちほうせこうれいだいにじょうだいいっこうまたはだいにこうのしょうめいしょのはっきゅうにかんするしょうれい,,平成七年三月二十七日,押印を求める手続等の見直しのための農林水産省関係省令の一部を改正する省令,令和二年農林水産省令第八十三号,令和二年十二月二十一日,令和二年十二月二十一日,,407M50000200018,https://laws.e-gov.go.jp/law/407M50000200018/20201221_502M60000200083,
法律,平成八年法律第十八号,平成八年分所得税の特別減税のための臨時措置法,へいせいはちねんふんしょとくぜいのとくべつげんぜいのためのりんじそちほう,,平成八年三月三十一日,,平成十一年法律第百六十号,平成十一年十二月二十二日,平成十三年一月六日,,408AC0000000018,https://laws.e-gov.go.jp/law/408AC0000000018/20010106_411AC0000000160,
政令,平成八年政令第八十九号,平成八年分所得税の特別減税のための臨時措置法施行令,へいせいはちねんふんしょとくぜいのとくべつげんぜいのためのりんじそちほうせこうれい,,平成八年三月三十一日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,408CO0000000089,https://laws.e-gov.go.jp/law/408CO0000000089/20010106_412CO0000000307,
府省令,平成八年大蔵省令第二十三号,平成八年分所得税の特別減税のための臨時措置法施行規則,へいせいはちねんふんしょとくぜいのとくべつげんぜいのためのりんじそちほうしこうきそく,,平成八年三月三十一日,,平成十二年大蔵省令第六十九号,平成十二年八月二十一日,平成十三年一月六日,,408M50000040023,https://laws.e-gov.go.jp/law/408M50000040023/20010106_412M50000040069,
法律,平成九年法律第百十号,内国税の適正な課税の確保を図るための国外送金等に係る調書の提出等に関する法律,ないこくぜいのてきせいなかぜいのかくほをはかるためのこくがいそうきんとうにかかるちょうしょのていしゅつとうにかんするほうりつ,,平成九年十二月五日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,409AC0000000110,https://laws.e-gov.go.jp/law/409AC0000000110/20250601_504AC0000000068,
法律,平成九年法律第百十号,内国税の適正な課税の確保を図るための国外送金等に係る調書の提出等に関する法律,ないこくぜいのてきせいなかぜいのかくほをはかるためのこくがいそうきんとうにかかるちょうしょのていしゅつとうにかんするほうりつ,,平成九年十二月五日,所得税法等の一部を改正する法律,令和六年法律第八号,令和六年三月三十日,令和九年一月一日,,409AC0000000110,https://laws.e-gov.go.jp/law/409AC0000000110/20270101_506AC0000000008,○
政令,平成九年政令第三百六十三号,内国税の適正な課税の確保を図るための国外送金等に係る調書の提出等に関する法律施行令,ないこくぜいのてきせいなかぜいのかくほをはかるためのこくがいそうきんとうにかかるちょうしょのていしゅつとうにかんするほうりつしこうれい,,平成九年十二月十七日,内国税の適正な課税の確保を図るための国外送金等に係る調書の提出等に関する法律施行令の一部を改正する政令,令和七年政令第百二十八号,令和七年三月三十一日,令和七年五月一日,,409CO0000000363,https://laws.e-gov.go.jp/law/409CO0000000363/20250501_507CO0000000128,
府省令,平成九年大蔵省令第九十六号,内国税の適正な課税の確保を図るための国外送金等に係る調書の提出等に関する法律施行規則,ないこくぜいのてきせいなかぜいのかくほをはかるためのこくがいそうきんとうにかかるちょうしょのていしゅつとうにかんするほうりつせこうきそく,,平成九年十二月二十五日,内国税の適正な課税の確保を図るための国外送金等に係る調書の提出等に関する法律施行規則の一部を改正する省令,令和七年財務省令第二十七号,令和七年三月三十一日,令和七年四月一日,,409M50000040096,https://laws.e-gov.go.jp/law/409M50000040096/20250401_507M60000040027,
法律,平成十年法律第一号,平成十年分所得税の特別減税のための臨時措置法,へいせいじゅうねんふんしょとくぜいのとくべつげんぜいのためのりんじそちほう,,平成十年一月三十日,,平成十一年法律第百六十号,平成十一年十二月二十二日,平成十三年一月六日,,410AC0000000001,https://laws.e-gov.go.jp/law/410AC0000000001/20010106_411AC0000000160,
